"","logFC","se","df","t","pval","adjPval"
"AKP13_MOUSE",-0.323053423620561,0.400444781384593,12.873136075566,-0.806736505601493,0.434470324599894,0.651366374876269
"AKP8L_MOUSE",NA,NA,NA,NA,NA,NA
"AKT1_MOUSE",0.0513754947140882,0.152916739359115,11.9637382043145,0.335970377928581,0.742712064477052,0.864606868756073
"AKT3_MOUSE",0.103468407409562,0.146869082171172,12.3667155174834,0.704494137772116,0.494179086363493,0.702322479590727
"AKTS1_MOUSE",-0.798266671738991,0.225733173768816,11.8122831684481,-3.53632857063593,0.00419430940697306,0.0506057129956901
"AL1A1_MOUSE",0.439530946752804,0.146374789986957,13.3845338867711,3.00277764218803,0.0099062273558882,0.0778554889737727
"AL1A2_MOUSE",-1.10579370989644,0.244985157595156,11.4312673300029,-4.51371716046485,0.000800469712864517,0.0212487294052875
"AL1A3_MOUSE",0.519520707141224,0.713397647777652,8.9599368875224,0.728234398809156,0.485065973418098,0.694894631370437
"AL1A7_MOUSE",0.179043996470039,0.5568746787724,8.38453388677106,0.32151577957312,0.755689001336679,0.872949334909179
"AL1B1_MOUSE",-1.54062549158638,0.603840657499253,9.8683892864631,-2.55137754050337,0.0290726906526688,0.13912534285215
"AL1L1_MOUSE",0.203579284866642,0.232206426457005,11.8520747455273,0.876716841875763,0.398062512785039,0.620182000931413
"AL3A2_MOUSE",0.153761565332057,0.115104625345598,13.3845338867711,1.33584176022808,0.203871897132668,0.422891079927029
"AL3B1_MOUSE",0.166492130476867,0.115567868255981,12.8034708145315,1.44064377918688,0.173690148838158,0.384536696505687
"AL4A1_MOUSE",0.180226007152331,0.220449591046208,11.5347680032918,0.817538405478622,0.43018451226961,0.64838230631471
"AL7A1_MOUSE",0.156013351279492,0.0984353554346153,13.1848393407458,1.58493206623429,0.136664958243076,0.336202249961789
"AL9A1_MOUSE",-0.151778703487624,0.102079987379441,13.3845338867711,-1.48686052363474,0.160225784819209,0.366382961286592
"ALAT1_MOUSE",0.510090862417122,0.15880577253188,12.6041466634836,3.21204232242076,0.00705178190663727,0.0657695767974509
"ALAT2_MOUSE",-0.0778988968470128,0.182521924128715,12.5952076878653,-0.426791998927637,0.676735387396539,0.829060297619931
"ALBU_MOUSE",0.108299215792685,0.148609825760617,12.1970712800485,0.728748689653503,0.479914778009555,0.692634374704977
"ALD1_MOUSE",0.530516592267546,0.198426423744407,12.9766805271601,2.67361867566037,0.0191564225747169,0.112181879516818
"ALD2_MOUSE",0.251249097239044,0.213581487727693,12.1826367898276,1.17636177138805,0.26192541721007,0.490052251389565
"ALDH2_MOUSE",-0.137821280713549,0.119017012161791,11.9956202490089,-1.15799647638773,0.269401887910982,0.497258372868196
"ALDOA_MOUSE",0.252613623729025,0.266519157554487,13.2244747487343,0.947825387289019,0.360217653201173,0.588962537872748
"ALDOB_MOUSE",NA,NA,NA,NA,NA,NA
"ALDOC_MOUSE",0.0104942443260564,0.187759375123964,12.5898738034261,0.0558919857883414,0.956305103631405,0.979594220112829
